Tanggal,Waktu,Suhu (C),Suhu (F),Kelembaban,Heat Index (C),Heat Index (F)
09/10/2023,15.32.35,31.30,88.34,62.00,36.03,96.86
09/10/2023,15.34.03,31.30,88.34,62.00,36.03,96.86
09/10/2023,15.36.30,30.80,87.44,61.00,34.67,94.40
09/10/2023,15.37.54,31.30,88.34,61.00,35.76,96.37
09/10/2023,15.39.09,31.30,88.34,63.00,36.31,97.36
09/10/2023,15.40.23,30.80,87.44,63.00,35.16,95.30
09/10/2023,15.41.44,30.80,87.44,62.00,34.91,94.84
09/10/2023,15.42.57,30.80,87.44,62.00,34.91,94.84
09/10/2023,15.44.18,30.80,87.44,62.00,34.91,94.84
09/10/2023,15.45.47,31.30,88.34,63.00,36.31,97.36
09/10/2023,15.47.17,30.80,87.44,62.00,34.91,94.84
09/10/2023,15.49.18,30.80,87.44,62.00,34.91,94.84
09/10/2023,15.51.53,31.30,88.34,62.00,36.03,96.86
09/10/2023,15.53.10,31.30,88.34,62.00,36.03,96.86
09/10/2023,15.54.24,31.30,88.34,62.00,36.03,96.86
09/10/2023,15.55.39,30.80,87.44,63.00,35.16,95.30
09/10/2023,15.56.54,30.80,87.44,63.00,35.16,95.30
09/10/2023,15.58.13,30.80,87.44,62.00,34.91,94.84
09/10/2023,16.00.38,30.80,87.44,62.00,34.91,94.84
09/10/2023,16.01.54,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.03.08,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.04.23,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.05.41,30.80,87.44,62.00,34.91,94.84
09/10/2023,16.06.59,30.80,87.44,62.00,34.91,94.84
09/10/2023,16.08.14,30.80,87.44,62.00,34.91,94.84
09/10/2023,16.09.30,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.10.44,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.11.59,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.13.16,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.14.30,30.70,87.26,63.00,34.94,94.90
09/10/2023,16.15.45,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.17.00,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.18.15,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.19.29,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.20.44,30.80,87.44,63.00,35.16,95.30
09/10/2023,16.22.03,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.23.18,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.24.34,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.25.52,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.27.07,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.28.34,30.30,86.54,63.00,34.08,93.34
09/10/2023,16.29.50,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.32.19,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.33.34,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.34.55,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.36.16,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.37.39,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.38.55,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.40.14,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.42.52,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.44.10,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.45.24,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.46.42,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.47.59,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.49.14,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.50.29,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.52.06,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.53.21,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.54.37,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.55.52,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.57.09,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.58.24,30.20,86.36,63.00,33.86,92.96
09/10/2023,16.59.39,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.00.54,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.02.12,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.03.27,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.04.42,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.05.57,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.07.16,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.08.32,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.09.50,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.11.05,30.20,86.36,64.00,34.09,93.36
09/10/2023,17.12.23,30.20,86.36,64.00,34.09,93.36
09/10/2023,17.13.38,30.20,86.36,64.00,34.09,93.36
09/10/2023,17.14.56,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.16.11,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.17.34,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.22.48,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.24.03,30.20,86.36,63.00,33.86,92.96
09/10/2023,17.25.17,29.90,85.82,65.00,33.67,92.60
09/10/2023,17.26.39,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.29.15,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.30.31,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.31.54,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.33.21,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.36.18,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.37.44,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.40.20,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.41.50,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.43.14,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.44.32,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.45.48,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.47.02,29.80,85.64,65.00,33.45,92.22
09/10/2023,17.48.30,29.80,85.64,65.00,33.45,92.22
10/10/2023,15.56.12,30.80,87.44,60.00,34.43,93.97
10/10/2023,15.58.58,30.80,87.44,59.00,34.19,93.54
10/10/2023,16.00.18,30.50,86.90,59.00,33.59,92.46
10/10/2023,16.04.17,30.20,86.36,59.00,33.01,91.42
10/10/2023,16.05.34,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.06.52,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.08.15,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.09.48,30.20,86.36,59.00,33.01,91.42
10/10/2023,16.11.04,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.12.21,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.13.36,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.14.51,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.16.07,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.17.22,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.18.37,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.19.53,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.21.08,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.22.24,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.23.39,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.24.55,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.26.10,29.80,85.64,62.00,32.84,91.12
10/10/2023,16.27.26,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.28.42,30.10,86.18,60.00,33.02,91.44
10/10/2023,16.29.57,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.32.28,29.90,85.82,61.00,32.84,91.11
10/10/2023,16.33.44,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.35.01,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.36.17,30.00,86.00,60.00,32.83,91.10
10/10/2023,16.37.33,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.38.50,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.40.06,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.41.22,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.42.38,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.43.53,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.45.13,30.00,86.00,60.00,32.83,91.10
10/10/2023,16.46.28,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.47.46,29.80,85.64,61.00,32.65,90.76
10/10/2023,16.49.01,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.50.17,30.20,86.36,60.00,33.22,91.79
10/10/2023,16.51.33,29.90,85.82,61.00,32.84,91.11
10/10/2023,16.52.48,30.20,86.36,61.00,33.43,92.17
10/10/2023,16.54.03,29.80,85.64,62.00,32.84,91.12
10/10/2023,16.55.18,29.80,85.64,62.00,32.84,91.12
10/10/2023,16.56.33,29.80,85.64,62.00,32.84,91.12
10/10/2023,16.57.48,29.80,85.64,62.00,32.84,91.12
10/10/2023,16.59.04,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.00.20,30.20,86.36,60.00,33.22,91.79
10/10/2023,17.01.36,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.02.52,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.04.08,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.05.26,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.06.41,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.07.57,29.80,85.64,61.00,32.65,90.76
10/10/2023,17.09.26,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.10.38,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.11.52,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.13.08,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.14.23,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.15.44,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.17.00,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.18.19,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.19.39,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.21.05,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.22.21,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.23.37,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.24.53,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.26.12,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.27.28,29.80,85.64,62.00,32.84,91.12
10/10/2023,17.28.43,29.50,85.10,62.00,32.26,90.08
10/10/2023,17.29.59,29.40,84.92,62.00,32.08,89.74
10/10/2023,17.32.35,29.60,85.28,62.00,32.46,90.42
10/10/2023,17.33.51,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.35.06,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.36.23,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.39.04,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.40.22,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.41.39,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.42.54,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.44.21,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.45.37,29.30,84.74,63.00,32.07,89.72
10/10/2023,17.46.53,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.48.11,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.49.30,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.50.46,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.52.01,29.30,84.74,63.00,32.07,89.72
10/10/2023,17.53.19,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.54.35,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.55.52,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.57.07,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.58.23,29.30,84.74,62.00,31.89,89.40
10/10/2023,17.59.38,29.30,84.74,62.00,31.89,89.40
11/10/2023,15.00.44,29.30,84.74,63.00,32.07,89.72
11/10/2023,15.01.59,30.20,86.36,55.00,32.23,90.01
11/10/2023,15.03.13,30.20,86.36,55.00,32.23,90.01
11/10/2023,15.04.29,30.20,86.36,55.00,32.23,90.01
11/10/2023,15.05.46,30.20,86.36,55.00,32.23,90.01
11/10/2023,15.07.01,30.20,86.36,56.00,32.42,90.35
11/10/2023,15.08.17,30.20,86.36,55.00,32.23,90.01
11/10/2023,15.09.31,30.20,86.36,55.00,32.23,90.01
11/10/2023,15.10.46,30.20,86.36,55.00,32.23,90.01
11/10/2023,15.12.01,30.20,86.36,56.00,32.42,90.35
11/10/2023,15.13.17,30.20,86.36,55.00,32.23,90.01
11/10/2023,15.14.33,30.20,86.36,55.00,32.23,90.01
11/10/2023,15.15.48,30.20,86.36,56.00,32.42,90.35
11/10/2023,15.17.03,30.20,86.36,56.00,32.42,90.35
11/10/2023,15.18.18,30.20,86.36,56.00,32.42,90.35
11/10/2023,15.19.33,30.20,86.36,56.00,32.42,90.35
11/10/2023,15.20.48,30.20,86.36,56.00,32.42,90.35
11/10/2023,15.22.03,30.20,86.36,56.00,32.42,90.35
11/10/2023,15.23.19,30.20,86.36,56.00,32.42,90.35
11/10/2023,15.24.34,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.25.49,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.27.04,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.28.20,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.29.35,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.30.50,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.32.05,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.33.20,30.20,86.36,58.00,32.81,91.05
11/10/2023,15.34.35,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.35.50,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.37.06,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.38.20,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.39.37,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.40.55,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.42.12,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.43.27,30.20,86.36,58.00,32.81,91.05
11/10/2023,15.44.45,30.20,86.36,58.00,32.81,91.05
11/10/2023,15.46.00,30.00,86.00,59.00,32.63,90.74
11/10/2023,15.47.15,30.20,86.36,59.00,33.01,91.42
11/10/2023,15.48.29,30.20,86.36,58.00,32.81,91.05
11/10/2023,15.49.48,30.20,86.36,58.00,32.81,91.05
11/10/2023,15.52.30,30.20,86.36,58.00,32.81,91.05
11/10/2023,15.55.10,30.20,86.36,58.00,32.81,91.05
11/10/2023,15.56.34,30.20,86.36,57.00,32.61,90.70
11/10/2023,15.59.22,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.00.37,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.01.53,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.03.08,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.04.23,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.05.39,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.09.47,30.20,86.36,59.00,33.01,91.42
11/10/2023,16.11.08,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.12.29,30.00,86.00,59.00,32.63,90.74
11/10/2023,16.13.53,30.20,86.36,59.00,33.01,91.42
11/10/2023,16.15.09,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.17.55,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.19.12,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.20.28,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.23.10,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.31.26,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.32.42,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.33.57,30.20,86.36,58.00,32.81,91.05
11/10/2023,16.35.13,29.80,85.64,59.00,32.27,90.08
11/10/2023,16.36.28,29.80,85.64,59.00,32.27,90.08
11/10/2023,16.37.43,29.80,85.64,59.00,32.27,90.08
11/10/2023,16.38.59,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.40.15,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.41.32,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.42.51,29.80,85.64,59.00,32.27,90.08
11/10/2023,16.44.06,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.45.21,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.46.36,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.47.51,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.49.09,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.50.24,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.51.41,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.52.57,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.54.13,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.55.27,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.56.42,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.57.58,29.80,85.64,60.00,32.45,90.42
11/10/2023,16.59.12,29.80,85.64,60.00,32.45,90.42
11/10/2023,17.00.28,29.80,85.64,60.00,32.45,90.42
11/10/2023,17.01.43,29.80,85.64,60.00,32.45,90.42
11/10/2023,17.02.59,29.80,85.64,60.00,32.45,90.42
11/10/2023,17.04.13,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.05.31,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.06.45,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.08.01,29.80,85.64,60.00,32.45,90.42
11/10/2023,17.09.20,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.10.35,29.80,85.64,60.00,32.45,90.42
11/10/2023,17.11.50,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.13.05,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.14.21,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.15.36,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.16.53,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.18.08,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.19.23,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.20.38,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.21.54,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.23.09,29.80,85.64,61.00,32.65,90.76
11/10/2023,17.24.29,29.80,85.64,62.00,32.84,91.12
11/10/2023,17.25.44,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.27.01,29.40,84.92,62.00,32.08,89.74
11/10/2023,17.28.16,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.29.33,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.30.56,29.40,84.92,62.00,32.08,89.74
11/10/2023,17.32.12,29.80,85.64,62.00,32.84,91.12
11/10/2023,17.33.27,29.80,85.64,62.00,32.84,91.12
11/10/2023,17.34.42,29.80,85.64,62.00,32.84,91.12
11/10/2023,17.35.57,29.80,85.64,62.00,32.84,91.12
11/10/2023,17.37.12,29.80,85.64,62.00,32.84,91.12
11/10/2023,17.38.27,29.80,85.64,62.00,32.84,91.12
11/10/2023,17.39.42,29.40,84.92,62.00,32.08,89.74
11/10/2023,17.40.57,29.60,85.28,62.00,32.46,90.42
11/10/2023,17.42.12,29.80,85.64,62.00,32.84,91.12
11/10/2023,17.43.27,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.44.42,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.45.57,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.47.12,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.48.30,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.49.46,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.51.01,29.80,85.64,62.00,32.84,91.12
11/10/2023,17.52.16,29.60,85.28,62.00,32.46,90.42
11/10/2023,17.53.33,29.40,84.92,62.00,32.08,89.74
11/10/2023,17.54.48,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.56.03,29.40,84.92,62.00,32.08,89.74
11/10/2023,17.57.17,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.58.32,29.30,84.74,62.00,31.89,89.40
11/10/2023,17.59.48,29.30,84.74,62.00,31.89,89.40
13/10/2023,15.02.03,31.30,88.34,64.00,36.59,97.87
13/10/2023,15.03.19,31.80,89.24,62.00,37.21,98.97
13/10/2023,15.04.35,31.30,88.34,62.00,36.03,96.86
13/10/2023,15.05.51,31.30,88.34,62.00,36.03,96.86
13/10/2023,15.07.06,31.30,88.34,63.00,36.31,97.36
13/10/2023,15.08.21,31.30,88.34,62.00,36.03,96.86
13/10/2023,15.09.35,31.30,88.34,62.00,36.03,96.86
13/10/2023,15.10.51,31.30,88.34,63.00,36.31,97.36
13/10/2023,15.12.05,31.30,88.34,62.00,36.03,96.86
13/10/2023,15.13.20,31.30,88.34,62.00,36.03,96.86
13/10/2023,15.14.35,31.30,88.34,62.00,36.03,96.86
13/10/2023,15.15.50,31.30,88.34,63.00,36.31,97.36
13/10/2023,15.17.05,31.30,88.34,63.00,36.31,97.36
13/10/2023,15.18.19,31.30,88.34,64.00,36.59,97.87
13/10/2023,15.19.34,31.30,88.34,65.00,36.88,98.39
13/10/2023,15.20.49,31.30,88.34,64.00,36.59,97.87
13/10/2023,15.22.03,31.30,88.34,64.00,36.59,97.87
13/10/2023,15.23.18,31.30,88.34,63.00,36.31,97.36
13/10/2023,15.24.37,31.30,88.34,63.00,36.31,97.36
13/10/2023,15.25.54,31.30,88.34,62.00,36.03,96.86
13/10/2023,15.27.09,31.30,88.34,62.00,36.03,96.86
13/10/2023,15.28.23,31.30,88.34,63.00,36.31,97.36
13/10/2023,15.29.38,31.30,88.34,63.00,36.31,97.36
13/10/2023,15.30.53,31.30,88.34,63.00,36.31,97.36
13/10/2023,15.32.07,30.80,87.44,64.00,35.42,95.76
13/10/2023,15.33.22,30.80,87.44,64.00,35.42,95.76
13/10/2023,15.34.38,30.80,87.44,64.00,35.42,95.76
13/10/2023,15.35.55,30.80,87.44,64.00,35.42,95.76
13/10/2023,15.37.10,31.20,88.16,64.00,36.36,97.44
13/10/2023,15.38.25,30.80,87.44,65.00,35.68,96.23
13/10/2023,15.39.41,30.80,87.44,64.00,35.42,95.76
13/10/2023,15.40.56,30.80,87.44,65.00,35.68,96.23
13/10/2023,15.42.10,30.80,87.44,65.00,35.68,96.23
13/10/2023,15.43.25,30.80,87.44,64.00,35.42,95.76
13/10/2023,15.44.40,31.30,88.34,64.00,36.59,97.87
13/10/2023,15.45.55,31.30,88.34,64.00,36.59,97.87
13/10/2023,15.47.10,31.30,88.34,64.00,36.59,97.87
13/10/2023,15.48.25,31.20,88.16,64.00,36.36,97.44
13/10/2023,15.49.39,30.80,87.44,65.00,35.68,96.23
13/10/2023,15.50.55,30.80,87.44,65.00,35.68,96.23
13/10/2023,15.52.10,30.80,87.44,65.00,35.68,96.23
13/10/2023,15.53.24,31.30,88.34,66.00,37.18,98.92
13/10/2023,15.54.40,31.30,88.34,65.00,36.88,98.39
13/10/2023,15.55.54,31.30,88.34,65.00,36.88,98.39
13/10/2023,15.57.09,31.30,88.34,64.00,36.59,97.87
13/10/2023,15.58.24,31.30,88.34,65.00,36.88,98.39
13/10/2023,15.59.39,31.30,88.34,65.00,36.88,98.39
13/10/2023,16.00.54,30.80,87.44,64.00,35.42,95.76
13/10/2023,16.02.08,30.80,87.44,65.00,35.68,96.23
13/10/2023,16.03.25,30.80,87.44,65.00,35.68,96.23
13/10/2023,16.04.40,31.30,88.34,65.00,36.88,98.39
13/10/2023,16.06.01,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.07.18,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.08.32,31.30,88.34,65.00,36.88,98.39
13/10/2023,16.09.48,31.30,88.34,66.00,37.18,98.92
13/10/2023,16.11.02,31.30,88.34,65.00,36.88,98.39
13/10/2023,16.12.17,30.80,87.44,65.00,35.68,96.23
13/10/2023,16.13.31,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.14.46,31.30,88.34,66.00,37.18,98.92
13/10/2023,16.16.04,31.30,88.34,65.00,36.88,98.39
13/10/2023,16.17.20,31.30,88.34,65.00,36.88,98.39
13/10/2023,16.18.34,31.30,88.34,66.00,37.18,98.92
13/10/2023,16.19.49,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.21.03,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.22.18,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.23.36,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.25.09,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.26.25,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.27.40,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.29.00,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.30.22,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.31.37,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.32.55,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.34.11,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.35.26,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.36.40,30.80,87.44,66.00,35.95,96.71
13/10/2023,16.37.55,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.39.10,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.40.26,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.41.44,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.42.58,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.44.13,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.45.28,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.46.42,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.47.57,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.49.12,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.50.26,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.51.41,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.52.55,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.54.10,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.55.25,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.56.41,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.57.56,30.80,87.44,67.00,36.22,97.20
13/10/2023,16.59.12,30.80,87.44,67.00,36.22,97.20
13/10/2023,17.00.29,30.20,86.36,67.00,34.79,94.62
13/10/2023,17.01.45,30.20,86.36,67.00,34.79,94.62
13/10/2023,17.03.00,30.20,86.36,67.00,34.79,94.62
13/10/2023,17.04.15,30.20,86.36,67.00,34.79,94.62
13/10/2023,17.05.31,30.20,86.36,67.00,34.79,94.62
13/10/2023,17.06.46,30.20,86.36,67.00,34.79,94.62
13/10/2023,17.08.01,30.80,87.44,67.00,36.22,97.20
13/10/2023,17.09.17,30.80,87.44,67.00,36.22,97.20
13/10/2023,17.10.32,30.80,87.44,67.00,36.22,97.20
13/10/2023,17.11.46,30.80,87.44,67.00,36.22,97.20
13/10/2023,17.13.01,30.80,87.44,67.00,36.22,97.20
13/10/2023,17.14.15,30.20,86.36,67.00,34.79,94.62
13/10/2023,17.15.30,30.20,86.36,67.00,34.79,94.62
13/10/2023,17.16.44,30.20,86.36,67.00,34.79,94.62
